"PLANTID" "GARDENID" "YEAR" "SEASON" "LENGTHFRUIT" "WIDTHFRUIT" "NFERT"
"416" "GON_1141" "GON" 2022 "S2" 8.9 8 9
"417" "GON_1142" "GON" 2022 "S2" 12.42 10.43 10
"418" "GON_1142" "GON" 2022 "S2" 11.03 13.15 10
"419" "GON_1142" "GON" 2022 "S2" 12.71 10.93 10
"420" "GON_1142" "GON" 2022 "S2" 10 9.86 10
"421" "GON_1142" "GON" 2022 "S2" 9.86 11.31 9
"422" "GON_1143" "GON" 2021 "S3" 18.95 11.74 10
"423" "GON_1144" "GON" 2022 "S2" 15.09 9.84 5
"424" "GON_1144" "GON" 2022 "S2" 11.91 10.69 10
"425" "GON_1144" "GON" 2022 "S2" 12.83 11.55 9
"426" "GON_1144" "GON" 2022 "S2" 10.53 8.53 8
"427" "GON_1144" "GON" 2022 "S2" 9.88 9.64 9
"428" "GON_1145" "GON" 2021 "S3" 15.18 9.66 5
"429" "GON_1146" "GON" 2021 "S4" NA NA NA
"430" "GON_1147" "GON" 2022 "S2" 10.97 11.98 10
"431" "GON_1147" "GON" 2022 "S2" 11.31 12.44 10
"432" "GON_1147" "GON" 2022 "S2" 10.04 8.88 10
"433" "GON_1147" "GON" 2022 "S2" 11.71 11.09 10
"434" "GON_1147" "GON" 2022 "S2" 9.34 8.45 9
"435" "GON_1148" "GON" 2022 "S2" 12.32 10.15 9
"436" "GON_1148" "GON" 2022 "S2" 12.13 10.83 6
"437" "GON_1148" "GON" 2022 "S2" 9.54 8.66 6
"438" "GON_1150" "GON" 2022 "S2" 11.97 10.36 10
"439" "GON_1150" "GON" 2022 "S2" 12.78 10.04 8
"440" "GON_1150" "GON" 2022 "S2" 10.56 12.08 8
"441" "GON_1150" "GON" 2022 "S2" 12.53 11.53 8
"442" "GON_1150" "GON" 2022 "S2" 10.91 8.99 2
"443" "GON_1152" "GON" 2021 "S2" 19.18 11.67 5
"444" "GON_1154" "GON" 2022 "S2" 10.17 8.06 7
"445" "GON_1154" "GON" 2022 "S2" 8.32 8.59 6
"446" "GON_1154" "GON" 2022 "S2" 9.2 7.77 9
"447" "GON_1160" "GON" 2021 "S2" 17.68 11.92 9
"448" "GON_1160" "GON" 2022 "S2" 11.01 9.54 9
"449" "GON_1160" "GON" 2022 "S2" 10.49 8.99 8
"450" "GON_1160" "GON" 2022 "S2" 10.59 10.46 10
"451" "GON_1160" "GON" 2022 "S2" 9.26 8.57 9
"452" "GON_1160" "GON" 2022 "S2" 7.47 6.85 8
"453" "GON_1161" "GON" 2022 "S2" 13.25 12.26 10
"454" "GON_1161" "GON" 2022 "S2" 11.85 12.2 10
"455" "GON_1161" "GON" 2022 "S2" 13.05 12.88 10
"456" "GON_1161" "GON" 2022 "S2" 13.36 12.28 10
"457" "GON_1161" "GON" 2022 "S2" 12.09 10.79 10
"458" "GON_1162" "GON" 2022 "S2" 10.73 15.84 10
"459" "GON_1162" "GON" 2022 "S2" 9.3 10.3 10
"460" "GON_1162" "GON" 2022 "S2" 8.22 8.72 6
"461" "GON_1162" "GON" 2022 "S2" 9.36 10.86 10
"462" "GON_1162" "GON" 2022 "S2" 10.52 9.93 10
"463" "GON_1163" "GON" 2022 "S2" 10.77 10.59 10
"464" "GON_1163" "GON" 2022 "S2" 10.17 11.65 10
"465" "GON_1163" "GON" 2022 "S2" 12.37 14.06 10
"466" "GON_1163" "GON" 2022 "S2" 8.97 8.9 10
"467" "GON_1163" "GON" 2022 "S2" 10.94 9.33 10
"468" "GON_1164" "GON" 2022 "S2" 10.3 9.38 10
"469" "GON_1164" "GON" 2022 "S2" 8.97 12.69 10
"470" "GON_1164" "GON" 2022 "S2" 10.68 12.95 6
"471" "GON_1164" "GON" 2022 "S2" 10.54 10.57 8
"472" "GON_1164" "GON" 2022 "S2" 11.55 12.27 10
"473" "GON_1165" "GON" 2022 "S2" 12.39 11.26 10
"474" "GON_1165" "GON" 2022 "S2" 11.34 12.6 10
"475" "GON_1165" "GON" 2022 "S2" 13.16 11.04 10
"476" "GON_1165" "GON" 2022 "S2" 12.17 11.37 10
"477" "GON_1165" "GON" 2022 "S2" 9.66 9.03 10
"478" "GON_1167" "GON" 2022 "S2" 10.86 12.79 10
"479" "GON_1167" "GON" 2022 "S2" 9.31 10.52 10
"480" "GON_1167" "GON" 2022 "S2" 6.89 7.13 9
"481" "GON_1167" "GON" 2022 "S2" 8.58 7.73 10
"482" "GON_1167" "GON" 2022 "S2" 12.29 10.41 10
"483" "GON_1168" "GON" 2022 "S2" 11.68 10.21 8
"484" "GON_1168" "GON" 2022 "S2" 11.87 10.65 8
"485" "GON_1168" "GON" 2022 "S2" 8.47 7.23 4
"486" "GON_1168" "GON" 2022 "S2" 11.98 13.04 10
"487" "GON_1168" "GON" 2022 "S2" 8.96 7.92 4
"488" "GON_1169" "GON" 2022 "S2" 11.47 12.88 8
"489" "GON_1171" "GON" 2022 "S2" 12.51 11.06 10
"490" "GON_1171" "GON" 2022 "S2" 14.09 12.33 10
"491" "GON_1172" "GON" 2022 "S2" 12.16 9.06 10
"492" "GON_1172" "GON" 2022 "S2" 12.92 10.37 10
"493" "GON_1172" "GON" 2022 "S2" 12.07 9.75 10
"494" "GON_1173" "GON" 2022 "S2" 12.2 10.35 10
"495" "GON_1176" "GON" 2021 "S3" 16.86 13 10
"496" "GON_1176" "GON" 2022 "S2" 12.5 11.73 10
"497" "GON_1176" "GON" 2022 "S2" 13.5 13.06 7
"498" "GON_1176" "GON" 2022 "S2" 13.92 13.6 8
"499" "GON_1176" "GON" 2022 "S2" 13.41 12.04 8
"500" "GON_1176" "GON" 2022 "S2" 14.54 11.92 10
"501" "GON_1178" "GON" 2022 "S2" 10.16 12.92 10
"502" "GON_1181" "GON" 2022 "S2" 11.41 14 10
"503" "GON_1181" "GON" 2022 "S2" 12.35 11.87 10
"504" "GON_1181" "GON" 2022 "S2" 10.64 11.76 10
"505" "GON_1181" "GON" 2022 "S2" 11.34 13.58 10
"506" "GON_1181" "GON" 2022 "S2" 11.14 10.02 10
"507" "GON_1182" "GON" 2022 "S2" 10.46 10.24 10
"508" "GON_1182" "GON" 2022 "S2" 11.44 10.51 9
"509" "GON_1182" "GON" 2022 "S2" 11.98 9.73 10
"510" "GON_1182" "GON" 2022 "S2" 11.48 10.29 10
"511" "GON_1182" "GON" 2022 "S2" 10.02 7.35 5
"512" "GON_1183" "GON" 2022 "S2" 12.23 10.5 10
"513" "GON_1183" "GON" 2022 "S2" 10.71 8 10
"514" "GON_1183" "GON" 2022 "S2" 9.05 9.37 8
"515" "GON_1183" "GON" 2022 "S2" 13.22 11.53 10
"516" "GON_1183" "GON" 2022 "S2" 11.55 10.88 10
"517" "GON_1184" "GON" 2022 "S2" 9.72 10.48 10
"518" "GON_1184" "GON" 2022 "S2" 12.06 12.02 10
"519" "GON_1184" "GON" 2022 "S2" 12.53 11.32 10
"520" "GON_1187" "GON" 2022 "S2" 12.06 11.31 10
"521" "GON_1187" "GON" 2022 "S2" 13.34 12.8 10
"522" "GON_1187" "GON" 2022 "S2" 11.12 10.28 10
"523" "GON_1188" "GON" 2022 "S2" 12.11 9.4 10
"524" "GON_1188" "GON" 2022 "S2" 11.08 9.62 10
"525" "GON_1188" "GON" 2022 "S2" 12.07 10.15 10
"526" "GON_1188" "GON" 2022 "S2" 11.48 9.82 10
"527" "GON_1188" "GON" 2022 "S2" 9.41 7.29 2
"528" "GON_1189" "GON" 2021 "S3" 20.81 11.34 10
"529" "GON_1189" "GON" 2022 "S2" 10.2 11.06 8
"530" "GON_1189" "GON" 2022 "S2" 10.85 9.71 10
"531" "GON_1189" "GON" 2022 "S2" 8.18 8.08 7
"532" "GON_1190" "GON" 2021 "S3" 14.96 10.19 10
"533" "GON_1190" "GON" 2022 "S2" 12.21 12.39 10
"534" "GON_1190" "GON" 2022 "S2" 13.49 10.69 6
"535" "GON_1190" "GON" 2022 "S2" 12.93 11.02 9
"536" "GON_1190" "GON" 2022 "S2" 10.92 10.11 10
"537" "GON_1190" "GON" 2022 "S2" 11.59 13.08 10
"538" "GON_1191" "GON" 2022 "S2" 13.22 11.87 10
"539" "GON_1191" "GON" 2022 "S2" 12.71 10.15 10
"540" "GON_1191" "GON" 2022 "S2" 10.09 13.44 9
"541" "GON_1191" "GON" 2022 "S2" 12.68 10.39 10
"542" "GON_1191" "GON" 2022 "S2" 12.95 10.52 10
"543" "GON_1192" "GON" 2022 "S2" 11.97 12.17 8
"544" "GON_1192" "GON" 2022 "S2" 11.73 11.5 9
"545" "GON_1192" "GON" 2022 "S2" 13.2 11.46 10
"546" "GON_1192" "GON" 2022 "S2" 9.22 11.19 9
"547" "GON_1192" "GON" 2022 "S2" 11.16 10.17 10
"548" "GON_1194" "GON" 2022 "S2" 13.57 9.51 10
"549" "GON_1195" "GON" 2022 "S2" 8.92 8.57 10
"550" "GON_1195" "GON" 2022 "S2" 10.3 8.63 10
"551" "GON_1195" "GON" 2022 "S2" 9.58 7.77 10
"552" "GON_1196" "GON" 2022 "S2" 12.26 9.89 9
"553" "GON_1196" "GON" 2022 "S2" 12.61 11.67 10
"554" "GON_1196" "GON" 2022 "S2" 10.51 9.57 9
"555" "GON_1196" "GON" 2022 "S2" 10.6 8.67 8
"556" "GON_1196" "GON" 2022 "S2" 9.32 9.15 6
"557" "GON_1197" "GON" 2021 "S3" 16.99 10.5 10
"558" "GON_1197" "GON" 2021 "S3" 13.35 8.29 NA
"559" "GON_1197" "GON" 2021 "S3" 15.87 11.63 NA
"560" "GON_1197" "GON" 2021 "S3" 13.46 7.99 NA
"561" "GON_1199" "GON" 2022 "S2" 11.67 11.3 4
"562" "GON_1199" "GON" 2022 "S2" 11.43 10.14 6
"563" "GON_1201" "GON" 2022 "S2" 11.18 10 10
"564" "GON_1201" "GON" 2022 "S2" 11 10.24 10
"565" "GON_1201" "GON" 2022 "S2" 9.74 10.24 10
"566" "GON_1201" "GON" 2022 "S2" 11.89 9.4 10
"567" "GON_1201" "GON" 2022 "S2" 9.46 10.22 10
"568" "GON_1203" "GON" 2021 "S2" 3.59 3.27 3
"569" "GON_1203" "GON" 2021 "S2" 6.55 4.58 10
"570" "GON_1203" "GON" 2021 "S2" 25.14 12.15 9
"571" "GON_1203" "GON" 2022 "S2" 11.07 11.26 10
"572" "GON_1203" "GON" 2022 "S2" 8.61 8.53 10
"573" "GON_1203" "GON" 2022 "S2" 10.41 10.15 10
"574" "GON_1203" "GON" 2022 "S2" 11.86 11.19 10
"575" "GON_1203" "GON" 2022 "S2" 7.88 8.04 10
"576" "GON_1205" "GON" 2022 "S2" 7.79 7.33 10
"577" "GON_1205" "GON" 2022 "S2" 9.93 10.23 10
"578" "GON_1205" "GON" 2022 "S2" 11.44 10.43 10
"579" "GON_1205" "GON" 2022 "S2" 9.7 8.88 10
"580" "GON_1205" "GON" 2022 "S2" 8.49 8.05 10
"581" "GON_1206" "GON" 2021 "S3" 13.25 8.26 10
"582" "GON_1206" "GON" 2022 "S2" 13.35 11.58 9
"583" "GON_1206" "GON" 2022 "S2" 10.78 10.1 9
"584" "GON_1206" "GON" 2022 "S2" 11.28 8.76 10
"585" "GON_1206" "GON" 2022 "S2" 11.28 8.38 9
"586" "GON_1206" "GON" 2022 "S2" 8.87 7.64 10
"587" "GON_1207" "GON" 2021 "S2" NA NA 3
"588" "GON_1207" "GON" 2022 "S2" 9.83 10.15 10
"589" "GON_1207" "GON" 2022 "S2" 9.49 8.62 10
"590" "GON_1207" "GON" 2022 "S2" 9.68 11.1 10
"591" "GON_1207" "GON" 2022 "S2" 8.88 11.25 9
"592" "GON_1207" "GON" 2022 "S2" 6.09 6.65 10
"593" "GON_1208" "GON" 2021 "S3" 11.67 7.65 10
"594" "GON_1208" "GON" 2021 "S3" 14.77 10.15 NA
"595" "GON_1209" "GON" 2021 "S3" 15.25 8.4 10
"596" "GON_1210" "GON" 2021 "S3" 10.6 9.34 10
"597" "GON_1210" "GON" 2021 "S3" 13.62 10.05 NA
"598" "GON_1210" "GON" 2021 "S3" 10.03 7.55 NA
"599" "GON_1210" "GON" 2021 "S3" 11.63 9.46 NA
"600" "GON_1210" "GON" 2022 "S2" 9.67 11.08 10
"601" "GON_1210" "GON" 2022 "S2" 9.79 10.13 10
"602" "GON_1210" "GON" 2022 "S2" 7.78 8.84 10
"603" "GON_1210" "GON" 2022 "S2" 5.76 6.49 10
"604" "GON_1210" "GON" 2022 "S2" 8.27 9.21 10
"605" "GON_1212" "GON" 2022 "S2" 12.36 11.02 10
"606" "GON_1212" "GON" 2022 "S2" 10.42 8.28 9
"607" "GON_1212" "GON" 2022 "S2" 9.61 9.05 10
"608" "GON_1212" "GON" 2022 "S2" 8.74 8.35 10
"609" "GON_1212" "GON" 2022 "S2" 8.86 7.37 10
"610" "GON_1216" "GON" 2021 "S3" 12.36 7.29 10
"611" "GON_1217" "GON" 2022 "S2" 11.17 10.12 10
"612" "GON_1217" "GON" 2022 "S2" 9.99 11.46 10
"613" "GON_1217" "GON" 2022 "S2" 10.37 8.66 10
"614" "GON_1217" "GON" 2022 "S2" 8.49 8.74 10
"615" "GON_1217" "GON" 2022 "S2" 9.95 8.19 10
"616" "GON_1219" "GON" 2022 "S2" 11.17 8.12 10
"617" "GON_1219" "GON" 2022 "S2" 10.75 10.31 10
"618" "GON_1219" "GON" 2022 "S2" 11.39 9.55 10
"619" "GON_1219" "GON" 2022 "S2" 7.49 7.49 10
"620" "GON_1219" "GON" 2022 "S2" 8.48 8.06 10
"621" "GON_1220" "GON" 2022 "S2" 8.79 8.37 10
"622" "GON_1220" "GON" 2022 "S2" 7.76 8.54 5
"623" "GON_1221" "GON" 2022 "S2" 10.98 10.44 10
"624" "GON_1221" "GON" 2022 "S2" 10.24 11.21 10
"625" "GON_1221" "GON" 2022 "S2" 12.81 11.96 10
"626" "GON_1221" "GON" 2022 "S2" 9.74 10.51 10
"627" "GON_1221" "GON" 2022 "S2" 11.67 10.45 8
"628" "GON_1222" "GON" 2021 "S3" 13.38 9.43 10
"629" "GON_1222" "GON" 2022 "S2" 8.15 7.83 8
"630" "GON_1223" "GON" 2022 "S2" 13.13 12.68 10
"631" "GON_1223" "GON" 2022 "S2" 8.7 10.98 10
"632" "GON_1223" "GON" 2022 "S2" 8.02 9.32 10
"633" "GON_1223" "GON" 2022 "S2" 10.25 11.18 10
"634" "GON_1223" "GON" 2022 "S2" 8.52 8.65 7
"635" "GON_1226" "GON" 2021 "S2" 7.37 5.97 10
"636" "GON_1226" "GON" 2021 "S2" 11.36 3.72 10
"637" "GON_1227" "GON" 2021 "S2" 11.62 9.07 4
"638" "GON_1227" "GON" 2021 "S2" 14.51 8.98 10
"639" "GON_1227" "GON" 2021 "S3" 16.61 11.16 10
"640" "GON_1227" "GON" 2021 "S3" 14.22 9.07 NA
"641" "GON_1227" "GON" 2021 "S3" 13.12 8.75 NA
"642" "GON_1227" "GON" 2022 "S2" 8.9 8.72 10
"643" "GON_1227" "GON" 2022 "S2" 7.25 6.23 9
"644" "GON_1227" "GON" 2022 "S2" 9.54 10.52 10
"645" "GON_1227" "GON" 2022 "S2" 9.65 10.36 10
"646" "GON_1227" "GON" 2022 "S2" 8.26 5.98 6
"647" "GON_1228" "GON" 2022 "S2" 9.58 10.76 8
"648" "GON_1228" "GON" 2022 "S2" 10.45 11.15 9
"649" "GON_1228" "GON" 2022 "S2" 9.07 9.47 10
"650" "GON_1228" "GON" 2022 "S2" 9.71 11.14 10
"651" "GON_1228" "GON" 2022 "S2" 8.08 9.01 9
"652" "GON_1229" "GON" 2022 "S2" 8.76 10.06 10
"653" "GON_1229" "GON" 2022 "S2" 8.43 8.2 10
"654" "GON_1229" "GON" 2022 "S2" 9.91 11 10
"655" "GON_1229" "GON" 2022 "S2" 8.96 8.71 10
"656" "GON_1230" "GON" 2022 "S2" 10.02 12.31 10
"657" "GON_1230" "GON" 2022 "S2" 9.47 10.38 9
"658" "GON_1233" "GON" 2022 "S2" 10.06 9.97 10
"659" "GON_1233" "GON" 2022 "S2" 9.39 10.12 10
"660" "GON_1233" "GON" 2022 "S2" 8.62 8.39 10
"661" "GON_1233" "GON" 2022 "S2" 11.66 10.95 10
"662" "GON_1237" "GON" 2021 "S3" 17.97 11.75 10
"663" "GON_1237" "GON" 2022 "S2" 8.43 9.76 10
"664" "GON_1237" "GON" 2022 "S2" 9.39 9.66 10
"665" "GON_1237" "GON" 2022 "S2" 7.18 7.97 10
"666" "GON_1237" "GON" 2022 "S2" 7.87 8.25 10
"667" "GON_1237" "GON" 2022 "S2" 5.6 6.64 10
"668" "GON_1238" "GON" 2021 "S2" 12.8 10.54 4
"669" "GON_1238" "GON" 2022 "S2" 9.34 9.58 10
"670" "GON_1238" "GON" 2022 "S2" 11.52 10.49 9
"671" "GON_1242" "GON" 2022 "S2" 6.43 7.76 5
"672" "GON_1242" "GON" 2022 "S2" 7.84 8.93 9
"673" "GON_1242" "GON" 2022 "S2" 8.58 9.08 8
"674" "GON_1243" "GON" 2022 "S2" 9.79 10.84 10
"675" "GON_1243" "GON" 2022 "S2" 8.85 9.27 10
"676" "GON_1243" "GON" 2022 "S2" 9.86 10.78 10
"677" "GON_1243" "GON" 2022 "S2" 8.64 10.06 10
"678" "GON_1243" "GON" 2022 "S2" 7.97 9.75 10
"679" "GON_1244" "GON" 2022 "S2" 8.61 11.16 7
"680" "GON_1244" "GON" 2022 "S2" 8.55 10.78 7
"681" "GON_1245" "GON" 2022 "S2" 9.91 10.53 10
"682" "GON_1245" "GON" 2022 "S2" 9.21 8.55 9
"683" "GON_1245" "GON" 2022 "S2" 10.88 9.87 10
"684" "GON_1245" "GON" 2022 "S2" 8.51 8.27 10
"685" "GON_1245" "GON" 2022 "S2" 8.5 9.51 10
"686" "GON_1246" "GON" 2021 "S3" 11.09 8.11 10
"687" "GON_1246" "GON" 2021 "S3" 10.65 7.02 10
"688" "GON_1246" "GON" 2022 "S2" 9.45 10.26 10
"689" "GON_1246" "GON" 2022 "S2" 8.99 10.27 10
"690" "GON_1246" "GON" 2022 "S2" 7.84 7.5 5
"691" "GON_1246" "GON" 2022 "S2" 5.23 4.49 6
"692" "GON_1246" "GON" 2022 "S2" 8.32 9.27 8
"693" "GON_1247" "GON" 2022 "S2" 6.98 6.98 10
"694" "GON_1247" "GON" 2022 "S2" 6.46 6.75 10
"695" "GON_1250" "GON" 2022 "S2" 8.47 8.09 10
"696" "GON_1250" "GON" 2022 "S2" 8.23 11.11 10
"697" "GON_1250" "GON" 2022 "S2" 8.18 9.18 10
"698" "GON_1251" "GON" 2022 "S2" 10.79 10.98 10
"699" "GON_1251" "GON" 2022 "S2" 12.07 11.29 10
"700" "GON_1256" "GON" 2022 "S2" 9.53 9.27 10
"701" "GON_1257" "GON" 2022 "S2" 9.53 9.91 10
"702" "GON_1257" "GON" 2022 "S2" 9 8.65 10
"703" "GON_1257" "GON" 2022 "S2" 8.6 8.51 10
"704" "GON_1257" "GON" 2022 "S2" 6.36 6.06 8
"705" "GON_1262" "GON" 2022 "S2" 9.87 10.96 10
"706" "GON_1263" "GON" 2022 "S2" 9.76 9.69 9
"707" "GON_1263" "GON" 2022 "S2" 10.42 9.04 10
"708" "GON_1263" "GON" 2022 "S2" 8.45 8.2 10
"709" "GON_1263" "GON" 2022 "S2" 7.13 7.93 10
"710" "GON_1263" "GON" 2022 "S2" 10.23 7.06 10
"711" "GON_1268" "GON" 2021 "S3" 12.7 9.9 10
"712" "GON_1272" "GON" 2022 "S2" 10.1 8.75 10
"713" "GON_1272" "GON" 2022 "S2" 11.13 11.48 10
"714" "GON_1273" "GON" 2022 "S2" 12.26 10.04 10
"715" "GON_1275" "GON" 2022 "S2" 10.29 9.97 10
"716" "GON_1275" "GON" 2022 "S2" 8.73 8.11 6
"717" "GON_1275" "GON" 2022 "S2" 8.98 9.33 10
"718" "GON_1275" "GON" 2022 "S2" 7.77 9.17 10
"719" "GON_1275" "GON" 2022 "S2" 6.81 6.39 10
"720" "GON_1277" "GON" 2022 "S2" 11.1 12.64 10
"721" "GON_1277" "GON" 2022 "S2" 7.85 7.7 10
"722" "GON_1277" "GON" 2022 "S2" 9.41 11.07 10
"723" "GON_1279" "GON" 2021 "S3" 15.83 11.11 10
"724" "GON_1279" "GON" 2021 "S3" 11.73 10.43 NA
"725" "GON_1280" "GON" 2022 "S2" 10.14 11.19 10
"726" "ALN_0641" "ALN" 2021 "S3" 19.92 7.6 10
"727" "ALN_0641" "ALN" 2021 "S3" 8.6 8.7 9
"728" "ALN_0641" "ALN" 2021 "S3" 10.6 7 7
"729" "ALN_0641" "ALN" 2021 "S3" 13.7 6.5 8
"730" "ALN_0642" "ALN" 2021 "S2" 16.35 12.6 6
"731" "ALN_0643" "ALN" 2021 "S2" 20.18 11.89 7
"732" "ALN_0643" "ALN" 2021 "S3" 19 8 10
"733" "ALN_0644" "ALN" 2021 "S2" 16.56 13.71 10
"734" "ALN_0644" "ALN" 2021 "S2" 22.1 13.85 6
"735" "ALN_0645" "ALN" 2021 "S2" 18.3 12.03 2
"736" "ALN_0646" "ALN" 2021 "S3" NA NA 9
"737" "ALN_0646" "ALN" 2021 "S3" 12.16 9 9
"738" "ALN_0646" "ALN" 2021 "S3" NA NA 10
"739" "ALN_0646" "ALN" 2021 "S3" NA NA 10
"740" "ALN_0647" "ALN" 2021 "S2" 14.47 8.79 10
"741" "ALN_0649" "ALN" 2021 "S2" 14.44 9.87 7
"742" "ALN_0649" "ALN" 2021 "S2" 19.91 11.08 4
"743" "ALN_0649" "ALN" 2021 "S2" 19.02 15.41 7
"744" "ALN_0650" "ALN" 2021 "S2" 29.52 20.71 0
"745" "ALN_0653" "ALN" 2022 "S1" 9.14 11.42 10
"746" "ALN_0654" "ALN" 2022 "S2" 16.26 10.47 NA
"747" "ALN_0654" "ALN" 2021 "S2" 19.81 9.89 9
"748" "ALN_0659" "ALN" 2021 "S3" NA NA 9
"749" "ALN_0659" "ALN" 2021 "S3" NA NA 9
"750" "ALN_0659" "ALN" 2021 "S2" 21.62 13.12 7
"751" "ALN_0660" "ALN" 2021 "S2" 15.7 10.58 10
"752" "ALN_0662" "ALN" 2022 "S1" 12.37 8.58 NA
"753" "ALN_0662" "ALN" 2022 "S1" 13.48 10.28 10
"754" "ALN_0662" "ALN" 2021 "S3" 12.46 12.38 10
"755" "ALN_0665" "ALN" 2022 "S1" 10.29 9 10
"756" "ALN_0666" "ALN" 2022 "S1" 10.87 8.41 9
"757" "ALN_0668" "ALN" 2022 "S2" 6.09 6.64 NA
"758" "ALN_0670" "ALN" 2021 "S2" 22.04 14.74 6
"759" "ALN_0670" "ALN" 2021 "S2" 19.05 12.94 10
"760" "ALN_0670" "ALN" 2022 "S1" 10.26 11.1 9
"761" "ALN_0670" "ALN" 2021 "S3" 9.31 6.7 10
"762" "ALN_0670" "ALN" 2022 "S1" 13.05 8.42 9
"763" "ALN_0671" "ALN" 2021 "S2" 17.13 13.2 7
"764" "ALN_0671" "ALN" 2022 "S2" 7.42 8.45 NA
"765" "ALN_0671" "ALN" 2021 "S3" 18.9 9.6 10
"766" "ALN_0674" "ALN" 2021 "S3" NA NA 10
"767" "ALN_0674" "ALN" 2022 "S1" 14.72 9.06 NA
"768" "ALN_0674" "ALN" 2022 "S2" 7.87 5.84 NA
"769" "ALN_0675" "ALN" 2021 "S2" 23.64 15.12 10
"770" "ALN_0675" "ALN" 2021 "S2" 23.46 18.51 9
"771" "ALN_0677" "ALN" 2022 "S2" 9.69 9.74 NA
"772" "ALN_0678" "ALN" 2022 "S1" 10.62 9.8 NA
"773" "ALN_0679" "ALN" 2021 "S2" 20.9 16.57 NA
"774" "ALN_0679" "ALN" 2021 "S2" 19.18 13.54 NA
"775" "ALN_0679" "ALN" 2022 "S2" 11.4 8.63 NA
"776" "ALN_0682" "ALN" 2021 "S2" 22.24 15.04 8
"777" "ALN_0682" "ALN" 2021 "S2" 18.73 18.73 10
"778" "ALN_0683" "ALN" 2021 "S2" 28.82 12.87 5
"779" "ALN_0683" "ALN" 2022 "S1" 12.39 9.5 10
"780" "ALN_0683" "ALN" 2022 "S1" 10.87 11.39 10
"781" "ALN_0684" "ALN" 2022 "S1" 10.84 9.41 10
"782" "ALN_0684" "ALN" 2021 "S3" 10.45 11.23 10
"783" "ALN_0684" "ALN" 2021 "S3" 12.28 12.44 10
"784" "ALN_0684" "ALN" 2022 "S1" 10.56 9.41 10
"785" "ALN_0686" "ALN" 2021 "S3" 10.9 9.18 10
"786" "ALN_0686" "ALN" 2021 "S3" NA NA 10
"787" "ALN_0686" "ALN" 2021 "S3" NA NA 10
"788" "ALN_0686" "ALN" 2021 "S3" NA NA 10
"789" "ALN_0686" "ALN" 2021 "S3" NA NA 10
"790" "ALN_0687" "ALN" 2022 "S1" 12 9.03 10
"791" "ALN_0688" "ALN" 2022 "S1" 10.52 9.64 9
"792" "ALN_0688" "ALN" 2022 "S1" 14.63 10.94 10
"793" "ALN_0688" "ALN" 2022 "S1" 9.8 11.82 9
"794" "ALN_0688" "ALN" 2022 "S1" 12.31 11.46 10
"795" "ALN_0688" "ALN" 2022 "S2" 6.36 5.9 NA
"796" "ALN_0690" "ALN" 2021 "S2" 13.19 7 9
"797" "ALN_0691" "ALN" 2022 "S2" 8.83 8.85 NA
"798" "ALN_0691" "ALN" 2022 "S2" 6.94 6.71 NA
"799" "ALN_0693" "ALN" 2021 "S2" 15.45 9.5 8
"800" "ALN_0695" "ALN" 2021 "S2" 24.84 12.82 8
"801" "ALN_0695" "ALN" 2022 "S1" 8.67 11.8 NA
"802" "ALN_0695" "ALN" 2022 "S1" 11.37 7.58 10
"803" "ALN_0697" "ALN" 2021 "S2" 20.96 15.3 9
"804" "ALN_0697" "ALN" 2021 "S2" 22.8 15.17 5
"805" "ALN_0697" "ALN" 2021 "S2" 19.28 9.93 7
"806" "ALN_0698" "ALN" 2021 "S2" 15.38 10.3 0
"807" "ALN_0698" "ALN" 2022 "S2" 11.43 9.78 NA
"808" "ALN_0700" "ALN" 2022 "S2" 15.95 8.1 NA
"809" "ALN_0701" "ALN" 2021 "S3" 17.9 10.8 10
"810" "ALN_0701" "ALN" 2021 "S3" 16.5 7.4 7
"811" "ALN_0701" "ALN" 2021 "S3" 12.6 8.11 9
"812" "ALN_0702" "ALN" 2021 "S2" 12.9 9.78 10
"813" "ALN_0705" "ALN" 2022 "S1" 11.84 12.66 10
"814" "ALN_0706" "ALN" 2021 "S3" 17.58 10.1 8
"815" "ALN_0706" "ALN" 2022 "S1" 8.24 10.4 10
"816" "ALN_0706" "ALN" 2022 "S1" 7.53 11.7 10
"817" "ALN_0706" "ALN" 2022 "S1" 9.93 11.7 8
"818" "ALN_0706" "ALN" 2022 "S1" 10.24 11.7 10
"819" "ALN_0707" "ALN" 2022 "S1" 11.08 11.31 10
"820" "ALN_0712" "ALN" 2021 "S2" 27.05 15.9 6
"821" "ALN_0720" "ALN" 2021 "S3" 18.45 9.48 10
"822" "ALN_0720" "ALN" 2021 "S3" 16.36 7.25 7
"823" "ALN_0721" "ALN" 2021 "S2" 19.08 11.29 10
"824" "ALN_0721" "ALN" 2022 "S1" 8.4 13.16 10
"825" "ALN_0721" "ALN" 2021 "S3" 10.8 5.4 7
"826" "ALN_0721" "ALN" 2021 "S3" 14.9 6.9 10
"827" "ALN_0721" "ALN" 2021 "S3" 9.5 7.8 7
"828" "ALN_0721" "ALN" 2021 "S3" 10.4 9.04 5
"829" "ALN_0722" "ALN" 2021 "S2" 15.29 11.67 10
"830" "ALN_0722" "ALN" 2021 "S2" 14.04 10 8
"831" "ALN_0722" "ALN" 2021 "S3" 9.2 7.59 10
"832" "ALN_0723" "ALN" 2021 "S3" 10.4 6.4 10
