"PLANTID" "GARDENID" "YEAR" "SEASON" "LENGTHFRUIT" "WIDTHFRUIT" "NFERT"
"833" "ALN_0724" "ALN" 2021 "S3" 13.08 8.61 10
"834" "ALN_0724" "ALN" 2021 "S3" 16.34 11.2 10
"835" "ALN_0725" "ALN" 2022 "S1" 10.74 11.64 10
"836" "ALN_0725" "ALN" 2022 "S1" 10.77 12.96 10
"837" "ALN_0726" "ALN" 2022 "S1" 8.58 11.44 10
"838" "ALN_0726" "ALN" 2021 "S2" 19.4 13.1 10
"839" "ALN_0727" "ALN" 2022 "S1" 11.13 14.73 10
"840" "ALN_0728" "ALN" 2021 "S3" 13.8 11 10
"841" "ALN_0728" "ALN" 2022 "S2" 11.08 7.33 NA
"842" "ALN_0728" "ALN" 2022 "S2" 8.61 5.64 NA
"843" "ALN_0729" "ALN" 2021 "S2" 19.27 12.53 10
"844" "ALN_0731" "ALN" 2021 "S2" 19.46 13.44 10
"845" "ALN_0731" "ALN" 2021 "S2" 15.95 9.44 7
"846" "ALN_0731" "ALN" 2022 "S1" 8.68 11.09 10
"847" "ALN_0731" "ALN" 2021 "S3" 9.6 6.5 9
"848" "ALN_0731" "ALN" 2022 "S2" 12.09 6.98 NA
"849" "ALN_0732" "ALN" 2021 "S3" 10.34 8.04 10
"850" "ALN_0733" "ALN" 2021 "S2" 21.05 9.98 7
"851" "ALN_0733" "ALN" 2021 "S3" 11.8 7.4 8
"852" "ALN_0733" "ALN" 2021 "S3" 10.6 8.5 7
"853" "ALN_0733" "ALN" 2021 "S3" NA NA 9
"854" "ALN_0733" "ALN" 2021 "S3" NA NA 9
"855" "ALN_0733" "ALN" 2021 "S3" NA NA 10
"856" "ALN_0733" "ALN" 2021 "S3" NA NA 9
"857" "ALN_0734" "ALN" 2021 "S3" NA NA 9
"858" "ALN_0734" "ALN" 2022 "S1" 11.91 13.99 NA
"859" "ALN_0735" "ALN" 2022 "S1" 5.81 8.46 8
"860" "ALN_0735" "ALN" 2022 "S2" 14.12 7.75 NA
"861" "ALN_0736" "ALN" 2022 "S1" 8.07 10.84 10
"862" "ALN_0736" "ALN" 2021 "S3" 13.3 9.2 8
"863" "ALN_0736" "ALN" 2021 "S3" 9.3 5.4 9
"864" "ALN_0736" "ALN" 2021 "S3" 15.3 9.5 10
"865" "ALN_0736" "ALN" 2021 "S3" 12.5 7.2 10
"866" "ALN_0736" "ALN" 2021 "S2" 17.21 9.95 9
"867" "ALN_0736" "ALN" 2021 "S2" 14.16 11.98 10
"868" "ALN_0736" "ALN" 2021 "S2" 19.64 9.91 6
"869" "ALN_0737" "ALN" 2022 "S1" 7.47 11.9 10
"870" "ALN_0737" "ALN" 2022 "S1" 9.54 13.16 10
"871" "ALN_0737" "ALN" 2022 "S2" 9.74 7.65 NA
"872" "ALN_0738" "ALN" 2021 "S2" 24.8 16.85 9
"873" "ALN_0738" "ALN" 2021 "S2" 18.97 11.55 8
"874" "ALN_0738" "ALN" 2021 "S3" NA NA 7
"875" "ALN_0738" "ALN" 2021 "S3" NA NA 8
"876" "ALN_0738" "ALN" 2021 "S3" NA NA 9
"877" "ALN_0738" "ALN" 2022 "S2" 9.23 8.18 NA
"878" "ALN_0739" "ALN" 2022 "S1" 8.37 11.37 10
"879" "ALN_0739" "ALN" 2021 "S2" 17.36 12.02 10
"880" "ALN_0742" "ALN" 2022 "S1" 10.34 7.96 10
"881" "ALN_0745" "ALN" 2021 "S3" 9.95 10.22 7
"882" "ALN_0745" "ALN" 2021 "S3" NA NA 7
"883" "ALN_0745" "ALN" 2021 "S3" NA NA 8
"884" "ALN_0745" "ALN" 2021 "S3" NA NA 5
"885" "ALN_0745" "ALN" 2021 "S3" NA NA 5
"886" "ALN_0750" "ALN" 2021 "S2" 7.35 5.96 0
"887" "ALN_0750" "ALN" 2021 "S2" 7.58 6.09 NA
"888" "ALN_0751" "ALN" 2021 "S3" 14.65 8 9
"889" "ALN_0753" "ALN" 2021 "S3" 14.6 9.8 8
"890" "ALN_0753" "ALN" 2021 "S3" 16.1 10.5 9
"891" "ALN_0753" "ALN" 2021 "S3" NA NA 10
"892" "ALN_0761" "ALN" 2021 "S2" 12.69 9.2 10
"893" "ALN_0761" "ALN" 2021 "S2" 11.84 8.56 8
"894" "ALN_0761" "ALN" 2021 "S2" 12.63 12.07 10
"895" "ALN_0761" "ALN" 2021 "S2" 13.71 13.46 NA
"896" "ALN_0765" "ALN" 2021 "S3" NA NA 7
"897" "ALN_0765" "ALN" 2021 "S3" NA NA 9
"898" "ALN_0765" "ALN" 2021 "S3" 6.8 5.5 1
"899" "ALN_0765" "ALN" 2021 "S3" NA NA 6
"900" "ALN_0765" "ALN" 2021 "S3" NA NA 4
"901" "ALN_0765" "ALN" 2021 "S2" 17.57 11.84 10
"902" "ALN_0767" "ALN" 2021 "S2" 14.19 10.88 0
"903" "ALN_0770" "ALN" 2021 "S2" 12.17 7.38 10
"904" "ALN_0770" "ALN" 2021 "S2" 5.39 15.18 NA
"905" "ALN_0772" "ALN" 2021 "S3" 15.53 6.09 10
"906" "ALN_0772" "ALN" 2021 "S3" 10.58 10.31 10
"907" "ALN_0772" "ALN" 2021 "S2" 22.47 11.39 8
"908" "ALN_0773" "ALN" 2021 "S3" 13.2 7.8 5
"909" "ALN_0773" "ALN" 2021 "S3" 8.7 6.4 3
"910" "ALN_0773" "ALN" 2021 "S3" NA NA 10
"911" "ALN_0774" "ALN" 2022 "S1" 10.92 15.64 10
"912" "ALN_0775" "ALN" 2021 "S2" 19.98 10.96 10
"913" "ALN_0775" "ALN" 2022 "S1" 10.82 13.01 10
"914" "ALN_0775" "ALN" 2022 "S1" 11.56 9.95 10
"915" "ALN_0779" "ALN" 2021 "S3" NA NA 5
"916" "ALN_0779" "ALN" 2021 "S3" NA NA 9
"917" "ALN_0780" "ALN" 2021 "S3" 10.97 8.52 10
"918" "ALN_0781" "ALN" 2021 "S3" 7.2 4.7 1
"919" "ALN_0781" "ALN" 2021 "S3" 13.9 9 8
"920" "ALN_0781" "ALN" 2021 "S3" 10.5 6.8 7
"921" "ALN_0781" "ALN" 2021 "S3" 9.3 7.3 NA
"922" "ALN_0781" "ALN" 2022 "S2" 6.32 5.6 NA
"923" "ALN_0782" "ALN" 2021 "S3" 8.65 7.65 10
"924" "ALN_0782" "ALN" 2021 "S3" 12.11 7.62 8
"925" "ALN_0788" "ALN" 2021 "S2" 8.83 6.7 NA
"926" "ALN_0788" "ALN" 2021 "S2" 6.05 4.08 NA
"927" "ALN_0800" "ALN" 2021 "S2" 14.02 8.92 8
"928" "ALN_0800" "ALN" 2021 "S2" 14.04 10.81 7
"929" "ALN_0800" "ALN" 2021 "S3" 13.31 7.52 7
"930" "ALN_0800" "ALN" 2021 "S3" 11.48 6.26 8
"931" "ALN_0800" "ALN" 2021 "S3" 8.9 7.54 9
"932" "ALN_0801" "ALN" 2021 "S3" 13.7 7.4 9
"933" "ALN_0801" "ALN" 2021 "S3" 12.2 8.7 10
"934" "ALN_0801" "ALN" 2021 "S3" 14.2 6.7 9
"935" "ALN_0801" "ALN" 2021 "S3" 9.8 5.5 10
"936" "ALN_0801" "ALN" 2021 "S3" 10.8 6.7 10
"937" "ALN_0801" "ALN" 2021 "S3" 11.6 7.8 9
"938" "ALN_0801" "ALN" 2021 "S2" 17 12.91 10
"939" "ALN_0801" "ALN" 2021 "S2" 14.83 14.11 10
"940" "ALN_0802" "ALN" 2021 "S2" 7.78 6.49 10
"941" "ALN_0802" "ALN" 2021 "S2" 12.77 9.49 9
"942" "ALN_0802" "ALN" 2022 "S1" 4.99 5.53 10
"943" "ALN_0802" "ALN" 2021 "S3" 14.26 8.59 10
"944" "ALN_0802" "ALN" 2021 "S3" 9.16 7.43 8
"945" "ALN_0802" "ALN" 2022 "S1" 6.37 6.48 3
"946" "ALN_0802" "ALN" 2022 "S1" 6.79 7.96 7
"947" "ALN_0803" "ALN" 2022 "S1" 9.96 10.32 10
"948" "ALN_0803" "ALN" 2022 "S1" 10.07 11.37 8
"949" "ALN_0804" "ALN" 2021 "S2" 17.13 12.23 9
"950" "ALN_0804" "ALN" 2021 "S2" 20.79 9.9 9
"951" "ALN_0805" "ALN" 2021 "S2" 18.47 12.45 9
"952" "ALN_0806" "ALN" 2021 "S3" 12.08 9.6 8
"953" "ALN_0806" "ALN" 2021 "S3" 14.6 8.3 9
"954" "ALN_0806" "ALN" 2021 "S3" 12.9 9 7
"955" "ALN_0806" "ALN" 2021 "S3" 13 9.2 9
"956" "ALN_0806" "ALN" 2021 "S3" 10 7.3 0
"957" "ALN_0806" "ALN" 2022 "S1" 9.76 11.23 10
"958" "ALN_0807" "ALN" 2021 "S2" 11.35 11.88 10
"959" "ALN_0807" "ALN" 2021 "S2" 13.32 12.94 10
"960" "ALN_0807" "ALN" 2022 "S1" 10.26 11.72 9
"961" "ALN_0808" "ALN" 2021 "S3" 12.2 9.8 9
"962" "ALN_0808" "ALN" 2021 "S3" 10.7 9.4 9
"963" "ALN_0809" "ALN" 2021 "S2" 20.66 12.33 9
"964" "ALN_0809" "ALN" 2021 "S2" 15.65 11.69 8
"965" "ALN_0809" "ALN" 2021 "S2" 10.34 8.63 7
"966" "ALN_0809" "ALN" 2021 "S2" 11.21 NA NA
"967" "ALN_0809" "ALN" 2021 "S2" 11.71 7.88 6
"968" "ALN_0809" "ALN" 2021 "S3" 9.67 7.7 10
"969" "ALN_0810" "ALN" 2021 "S2" 18.52 13.45 8
"970" "ALN_0810" "ALN" 2021 "S2" 20.47 12.15 10
"971" "ALN_0810" "ALN" 2021 "S2" 19.42 12.33 7
"972" "ALN_0811" "ALN" 2021 "S2" 14.07 11.09 7
"973" "ALN_0811" "ALN" 2021 "S2" 6.83 4.14 3
"974" "ALN_0811" "ALN" 2021 "S2" 11.48 7.7 6
"975" "ALN_0811" "ALN" 2021 "S2" 9.38 10.42 5
"976" "ALN_0811" "ALN" 2021 "S3" 11.8 7.6 9
"977" "ALN_0811" "ALN" 2021 "S3" 11.48 7.94 9
"978" "ALN_0814" "ALN" 2021 "S3" 13.4 8.4 9
"979" "ALN_0814" "ALN" 2021 "S3" 10.9 6.11 NA
"980" "ALN_0814" "ALN" 2021 "S3" 12.4 5.3 10
"981" "ALN_0814" "ALN" 2021 "S3" NA NA 9
"982" "ALN_0814" "ALN" 2021 "S3" NA NA 8
"983" "ALN_0814" "ALN" 2021 "S3" NA NA 10
"984" "ALN_0814" "ALN" 2021 "S3" NA NA 7
"985" "ALN_0814" "ALN" 2021 "S2" 14.94 12.73 0
"986" "ALN_0815" "ALN" 2021 "S2" 13.62 9.4 9
"987" "ALN_0815" "ALN" 2021 "S2" 18.09 10.03 10
"988" "ALN_0815" "ALN" 2022 "S1" 7.57 7.46 5
"989" "ALN_0815" "ALN" 2022 "S1" 6.75 10.21 10
"990" "ALN_0816" "ALN" 2021 "S2" 21.05 10.23 5
"991" "ALN_0821" "ALN" 2021 "S2" 17.79 6.28 10
"992" "ALN_0821" "ALN" 2021 "S2" 10.77 3.66 0
"993" "ALN_0821" "ALN" 2021 "S3" 19.08 9.57 10
"994" "ALN_0821" "ALN" 2021 "S3" 14.21 8.83 9
"995" "ALN_0821" "ALN" 2021 "S3" 11.86 7.2 8
"996" "ALN_0821" "ALN" 2021 "S3" 13.84 7.99 10
"997" "ALN_0821" "ALN" 2021 "S3" 15.3 7.8 9
"998" "ALN_0821" "ALN" 2021 "S3" 16.1 8 7
"999" "ALN_0821" "ALN" 2021 "S3" 12.7 6.4 10
"1000" "ALN_0821" "ALN" 2021 "S3" 15.6 6.7 10
"1001" "ALN_0823" "ALN" 2021 "S3" 14.8 9.2 8
"1002" "ALN_0824" "ALN" 2021 "S2" 17.73 11.08 6
"1003" "ALN_0824" "ALN" 2022 "S1" 9.82 11.3 10
"1004" "ALN_0825" "ALN" 2021 "S2" 12.96 12.78 10
"1005" "ALN_0825" "ALN" 2021 "S2" 12.26 12.28 5
"1006" "ALN_0826" "ALN" 2021 "S3" 15.14 8.4 6
"1007" "ALN_0826" "ALN" 2021 "S3" NA NA 9
"1008" "ALN_0826" "ALN" 2021 "S3" NA NA 9
"1009" "ALN_0826" "ALN" 2021 "S3" NA NA 10
"1010" "ALN_0827" "ALN" 2021 "S3" 10.07 7.55 10
"1011" "ALN_0827" "ALN" 2021 "S3" 9.29 6.41 9
"1012" "ALN_0831" "ALN" 2021 "S2" 19.66 12.59 8
"1013" "ALN_0832" "ALN" 2021 "S3" 14.77 9.12 8
"1014" "ALN_0834" "ALN" 2021 "S2" 15.23 14.9 10
"1015" "ALN_0834" "ALN" 2021 "S2" 16.28 8.18 10
"1016" "ALN_0835" "ALN" 2021 "S3" 11.72 8.17 10
"1017" "ALN_0838" "ALN" 2022 "S1" 9.09 11.49 10
"1018" "ALN_0838" "ALN" 2021 "S3" 13.5 7.9 9
"1019" "ALN_0838" "ALN" 2021 "S3" NA NA 10
"1020" "ALN_0838" "ALN" 2021 "S3" NA NA 10
"1021" "ALN_0838" "ALN" 2021 "S3" NA NA 10
"1022" "ALN_0840" "ALN" 2021 "S3" 13.6 5.77 9
"1023" "ALN_0841" "ALN" 2022 "S1" 8.01 10.68 10
"1024" "ALN_0841" "ALN" 2022 "S1" 13.7 9.94 10
"1025" "ALN_0841" "ALN" 2021 "S3" 19 8 10
"1026" "ALN_0841" "ALN" 2021 "S3" 15.9 8.2 9
"1027" "ALN_0841" "ALN" 2021 "S3" 11.3 7.4 9
"1028" "ALN_0841" "ALN" 2021 "S3" 14.5 6.7 10
"1029" "ALN_0841" "ALN" 2021 "S3" 13.4 6.9 9
"1030" "ALN_0842" "ALN" 2022 "S1" 8.38 9.43 NA
"1031" "ALN_0842" "ALN" 2022 "S1" 10.74 10.52 10
"1032" "ALN_0842" "ALN" 2021 "S3" 15.4 10.62 10
"1033" "ALN_0843" "ALN" 2021 "S3" 17.4 10 10
"1034" "ALN_0843" "ALN" 2021 "S3" 15.3 7.7 10
"1035" "ALN_0843" "ALN" 2021 "S3" 20 13 10
"1036" "ALN_0843" "ALN" 2021 "S3" 15.7 11 10
"1037" "ALN_0844" "ALN" 2021 "S2" 22.72 15.1 9
"1038" "ALN_0844" "ALN" 2021 "S3" 11.35 10 10
"1039" "ALN_0844" "ALN" 2021 "S3" 12.7 9.08 10
"1040" "ALN_0844" "ALN" 2021 "S3" 12.47 9.85 9
"1041" "ALN_0844" "ALN" 2021 "S3" 20.15 10.55 8
"1042" "ALN_0845" "ALN" 2021 "S3" 12.39 8.7 9
"1043" "ALN_0845" "ALN" 2021 "S3" 8.17 6.16 3
"1044" "ALN_0845" "ALN" 2021 "S3" NA NA 9
"1045" "ALN_0845" "ALN" 2021 "S3" NA NA 8
"1046" "ALN_0845" "ALN" 2021 "S3" NA NA 10
"1047" "ALN_0846" "ALN" 2021 "S3" 14.7 9.7 9
"1048" "ALN_0846" "ALN" 2021 "S3" 18.25 6.8 10
"1049" "ALN_0846" "ALN" 2021 "S3" NA NA 10
"1050" "ALN_0846" "ALN" 2021 "S3" NA NA 9
"1051" "ALN_0846" "ALN" 2021 "S3" NA NA 10
"1052" "ALN_0847" "ALN" 2021 "S3" 9.48 7.56 10
"1053" "ALN_0849" "ALN" 2021 "S2" 25.47 13.5 8
"1054" "ALN_0850" "ALN" 2021 "S2" 18.83 10.09 5
"1055" "ALN_0850" "ALN" 2021 "S2" 10.01 12.3 7
"1056" "ALN_0850" "ALN" 2021 "S2" 15.18 15.76 0
"1057" "ALN_0851" "ALN" 2021 "S3" 14.6 8.3 9
"1058" "ALN_0851" "ALN" 2022 "S1" 11.18 11.64 10
"1059" "ALN_0853" "ALN" 2021 "S3" 11.14 7.4 4
"1060" "ALN_0853" "ALN" 2021 "S3" NA NA 8
"1061" "ALN_0853" "ALN" 2021 "S3" NA NA 10
"1062" "ALN_0853" "ALN" 2021 "S3" NA NA 9
"1063" "ALN_0854" "ALN" 2021 "S3" 18.9 9.86 6
"1064" "ALN_0854" "ALN" 2021 "S3" 13.2 5 10
"1065" "ALN_0854" "ALN" 2021 "S3" NA NA 10
"1066" "ALN_0854" "ALN" 2021 "S3" 12.2 5.3 10
"1067" "ALN_0855" "ALN" 2021 "S3" 11.15 6.98 10
"1068" "ALN_0855" "ALN" 2021 "S3" 16.57 9.83 10
"1069" "ALN_0855" "ALN" 2021 "S3" 13.02 7.02 9
"1070" "ALN_0855" "ALN" 2021 "S3" 16.66 8.86 10
"1071" "ALN_0856" "ALN" 2021 "S3" 17.9 9.5 10
"1072" "ALN_0856" "ALN" 2021 "S2" 22.43 15.35 7
"1073" "ALN_0857" "ALN" 2021 "S3" 12.49 NA 10
"1074" "ALN_0859" "ALN" 2021 "S3" 14.2 7.5 7
"1075" "ALN_0859" "ALN" 2021 "S3" 15.1 9.03 9
"1076" "ALN_0859" "ALN" 2021 "S3" 10.8 7.2 9
"1077" "ALN_0859" "ALN" 2021 "S3" NA NA 9
"1078" "ALN_0859" "ALN" 2021 "S3" NA NA 9
"1079" "ALN_0860" "ALN" 2021 "S3" 15.42 9.41 10
"1080" "ALN_0860" "ALN" 2021 "S3" 15.56 8.54 10
"1081" "ALN_0860" "ALN" 2021 "S3" 18.75 10.41 9
"1082" "ALN_0860" "ALN" 2021 "S3" 10.02 5.53 10
"1083" "ALN_0862" "ALN" 2021 "S3" 14.41 11.42 10
"1084" "ALN_0862" "ALN" 2021 "S3" 19.98 9.74 9
"1085" "ALN_0862" "ALN" 2021 "S3" 14.34 6.14 9
"1086" "ALN_0862" "ALN" 2021 "S3" 14.28 8.23 10
"1087" "ALN_0864" "ALN" 2022 "S1" 10.75 11.53 10
"1088" "ALN_0864" "ALN" 2022 "S1" 11.57 12.91 10
"1089" "ALN_0864" "ALN" 2022 "S1" 8.14 9.16 7
"1090" "ALN_0865" "ALN" 2022 "S1" 9.54 9.63 10
"1091" "ALN_0865" "ALN" 2022 "S1" 7.94 11.17 9
"1092" "ALN_0870" "ALN" 2021 "S2" 23.79 10.59 9
"1093" "ALN_0870" "ALN" 2021 "S2" 18.27 11.76 10
"1094" "ALN_0870" "ALN" 2022 "S1" 8.73 12.05 10
"1095" "ALN_0871" "ALN" 2021 "S2" 4.94 3.44 NA
"1096" "ALN_0871" "ALN" 2021 "S3" 20.7 10.16 10
"1097" "ALN_0872" "ALN" 2021 "S3" 14.29 7.87 10
"1098" "ALN_0872" "ALN" 2021 "S3" 18.24 8.24 9
"1099" "ALN_0874" "ALN" 2021 "S3" 13.6 6.6 NA
"1100" "ALN_0874" "ALN" 2021 "S3" NA NA 10
"1101" "ALN_0874" "ALN" 2021 "S3" NA NA 10
"1102" "ALN_0874" "ALN" 2021 "S3" NA NA 8
"1103" "ALN_0874" "ALN" 2021 "S3" NA NA 9
"1104" "ALN_0875" "ALN" 2021 "S3" 14.72 8.36 10
"1105" "ALN_0875" "ALN" 2021 "S3" 20.18 9.86 10
"1106" "ALN_0875" "ALN" 2021 "S3" 20.63 7.98 9
"1107" "ALN_0877" "ALN" 2021 "S3" 11.54 7.11 10
"1108" "ALN_0877" "ALN" 2021 "S3" 12.42 8.44 10
"1109" "ALN_0877" "ALN" 2021 "S3" 18.08 8.23 10
"1110" "ALN_0878" "ALN" 2021 "S3" 23.2 9.7 8
"1111" "ALN_0878" "ALN" 2021 "S3" 18.9 9 9
"1112" "ALN_0878" "ALN" 2021 "S3" 15.9 7.3 10
"1113" "ALN_0878" "ALN" 2021 "S3" 20.9 10.5 7
"1114" "ALN_0879" "ALN" 2021 "S3" 16.6 7.9 9
"1115" "ALN_0879" "ALN" 2021 "S3" NA NA 9
"1116" "ALN_0879" "ALN" 2021 "S3" NA NA 10
"1117" "ALN_0880" "ALN" 2021 "S3" 14.79 10.41 NA
"1118" "ALN_0880" "ALN" 2021 "S3" 15.52 10.32 NA
"1119" "ALN_0880" "ALN" 2021 "S3" 18.13 12.88 NA
"1120" "ALN_0880" "ALN" 2021 "S3" 17.47 9.7 NA
"1121" "ALN_0881" "ALN" 2021 "S3" 12.5 5.6 NA
"1122" "ALN_0881" "ALN" 2021 "S3" 11 3.7 8
"1123" "ALN_0881" "ALN" 2021 "S3" 11.7 5.16 10
"1124" "ALN_0881" "ALN" 2021 "S3" 10.7 5.4 10
"1125" "ALN_0881" "ALN" 2021 "S3" NA NA 5
"1126" "ALN_0881" "ALN" 2021 "S3" 17.3 7.05 9
"1127" "ALN_0881" "ALN" 2021 "S3" 13.5 7.6 3
"1128" "ALN_0881" "ALN" 2021 "S3" 15 8.07 7
"1129" "ALN_0882" "ALN" 2021 "S2" 10.57 10.01 10
"1130" "ALN_0882" "ALN" 2021 "S3" 12 6.3 10
"1131" "ALN_0882" "ALN" 2021 "S3" 13.13 6.38 9
"1132" "ALN_0882" "ALN" 2021 "S3" 14.07 7.64 10
"1133" "ALN_0883" "ALN" 2021 "S2" 22.1 12.58 5
"1134" "ALN_0883" "ALN" 2021 "S3" 11.45 8 10
"1135" "ALN_0884" "ALN" 2021 "S3" 11.22 8.68 10
"1136" "ALN_0884" "ALN" 2021 "S3" 16.59 11.64 10
"1137" "ALN_0884" "ALN" 2021 "S3" 15.66 8.21 10
"1138" "ALN_0884" "ALN" 2021 "S3" 10.04 8.36 9
"1139" "ALN_0885" "ALN" 2021 "S2" 17.01 10.24 10
"1140" "ALN_0885" "ALN" 2021 "S3" 16.8 8.06 5
"1141" "ALN_0885" "ALN" 2021 "S3" 17.23 7.5 7
"1142" "ALN_0885" "ALN" 2021 "S3" 13.3 7.4 6
"1143" "ALN_0885" "ALN" 2021 "S3" NA NA 10
"1144" "ALN_0885" "ALN" 2021 "S3" NA NA 10
"1145" "ALN_0885" "ALN" 2022 "S1" 7.88 10.71 10
"1146" "ALN_0886" "ALN" 2021 "S3" 10.6 8.3 9
"1147" "ALN_0886" "ALN" 2021 "S3" 12.6 8.9 8
"1148" "ALN_0886" "ALN" 2021 "S3" 9.8 6.6 9
"1149" "ALN_0886" "ALN" 2021 "S3" 14.9 9.11 9
"1150" "ALN_0886" "ALN" 2021 "S3" 10.9 6.9 10
"1151" "ALN_0887" "ALN" 2021 "S2" 19.27 13.79 8
"1152" "ALN_0887" "ALN" 2021 "S2" 16.14 11.15 10
"1153" "ALN_0887" "ALN" 2021 "S3" 9.31 7.9 10
"1154" "ALN_0887" "ALN" 2021 "S3" 9.92 7.62 9
"1155" "ALN_0887" "ALN" 2021 "S3" 9.89 8.18 10
"1156" "ALN_0887" "ALN" 2022 "S1" 7.92 8.5 10
"1157" "ALN_0888" "ALN" 2021 "S2" 16.23 8.53 6
"1158" "ALN_0889" "ALN" 2021 "S3" 11.49 7.27 10
"1159" "ALN_0889" "ALN" 2021 "S3" 13.09 7.37 9
"1160" "ALN_0889" "ALN" 2021 "S3" 14.47 8.12 10
"1161" "ALN_0890" "ALN" 2021 "S2" 11.13 8.24 9
"1162" "ALN_0890" "ALN" 2021 "S2" 13.57 8.89 NA
"1163" "ALN_0890" "ALN" 2021 "S2" 19.93 9.83 NA
"1164" "ALN_0892" "ALN" 2021 "S3" 12.56 6.84 10
"1165" "ALN_0892" "ALN" 2021 "S3" 11.45 5.85 8
"1166" "ALN_0893" "ALN" 2021 "S3" 16.7 7.9 9
"1167" "ALN_0893" "ALN" 2021 "S3" 15.2 7.18 9
"1168" "ALN_0893" "ALN" 2021 "S3" 14.5 7.76 9
"1169" "ALN_0893" "ALN" 2021 "S3" 14 7.9 9
"1170" "ALN_0893" "ALN" 2021 "S3" 14.58 7.18 8
"1171" "ALN_0894" "ALN" 2021 "S3" 9.18 4.9 10
"1172" "ALN_0894" "ALN" 2021 "S3" NA NA 9
"1173" "ALN_0894" "ALN" 2021 "S3" NA NA 1
"1174" "ALN_0894" "ALN" 2022 "S1" 8.55 9.23 6
"1175" "ALN_0897" "ALN" 2021 "S3" 13.1 8.47 10
"1176" "ALN_0897" "ALN" 2021 "S3" 17.9 8.35 8
"1177" "ALN_0897" "ALN" 2021 "S3" 12.87 9.03 10
"1178" "ALN_0897" "ALN" 2021 "S3" 13.65 9.09 NA
"1179" "ALN_0898" "ALN" 2021 "S3" 18.17 9.11 6
"1180" "ALN_0898" "ALN" 2021 "S3" 17.2 9.3 4
"1181" "ALN_0898" "ALN" 2021 "S3" 17.3 8.7 5
"1182" "ALN_0898" "ALN" 2021 "S3" 17.8 8.9 7
"1183" "ALN_0898" "ALN" 2021 "S3" 14.6 6.6 9
"1184" "ALN_0898" "ALN" 2021 "S3" 12.7 8.15 9
"1185" "ALN_0899" "ALN" 2021 "S3" 17.17 8.3 9
"1186" "ALN_0899" "ALN" 2021 "S3" 13.9 7.4 9
"1187" "ALN_0899" "ALN" 2021 "S3" NA NA 8
"1188" "ALN_0899" "ALN" 2021 "S3" NA NA 8
"1189" "ALN_0899" "ALN" 2022 "S1" 7.2 9.13 10
"1190" "ALN_0900" "ALN" 2021 "S2" 19.92 13.8 10
"1191" "ALN_0900" "ALN" 2021 "S2" 15.08 9.46 NA
"1192" "ALN_0903" "ALN" 2022 "S1" 7.98 7.49 10
"1193" "ALN_0903" "ALN" 2022 "S1" 7.09 7.24 9
"1194" "ALN_0903" "ALN" 2022 "S1" 7.14 8.4 5
"1195" "ALN_0905" "ALN" 2021 "S3" NA NA 7
"1196" "ALN_0905" "ALN" 2021 "S3" NA NA 6
"1197" "ALN_0905" "ALN" 2021 "S3" NA NA 5
"1198" "ALN_0905" "ALN" 2021 "S2" 11.3 11.48 5
"1199" "ALN_0905" "ALN" 2021 "S2" 12.34 10.02 6
"1200" "ALN_0905" "ALN" 2021 "S2" 11.62 8.77 10
"1201" "ALN_0906" "ALN" 2022 "S1" 7.88 8.63 10
"1202" "ALN_0906" "ALN" 2022 "S1" 8.53 9.94 9
"1203" "ALN_0906" "ALN" 2022 "S1" 9.66 8.68 10
"1204" "ALN_0906" "ALN" 2022 "S1" 7.55 9.37 10
"1205" "ALN_0907" "ALN" 2022 "S1" 6.51 5.28 5
"1206" "ALN_0907" "ALN" 2022 "S1" 9.64 7.67 10
"1207" "ALN_0907" "ALN" 2022 "S1" 7.93 7.24 10
"1208" "ALN_0907" "ALN" 2022 "S1" 8.52 8.96 3
"1209" "ALN_0907" "ALN" 2022 "S1" 7.54 6.71 10
"1210" "ALN_0914" "ALN" 2021 "S3" NA NA 7
"1211" "ALN_0914" "ALN" 2021 "S3" NA NA 3
"1212" "ALN_0914" "ALN" 2022 "S1" 11.1 11.66 NA
"1213" "ALN_0914" "ALN" 2022 "S1" 8.38 10.31 9
"1214" "ALN_0914" "ALN" 2022 "S1" 9.15 8.87 10
"1215" "ALN_0914" "ALN" 2022 "S1" 11.36 11.46 10
"1216" "ALN_0915" "ALN" 2021 "S2" 13.68 9.02 10
"1217" "ALN_0915" "ALN" 2022 "S1" 7.38 10.14 10
"1218" "ALN_0915" "ALN" 2022 "S1" 7.42 11.31 3
"1219" "ALN_0916" "ALN" 2022 "S1" 7.69 11.35 8
"1220" "ALN_0916" "ALN" 2022 "S1" 8.04 10.57 6
"1221" "ALN_0917" "ALN" 2022 "S1" 6.37 7.29 6
"1222" "ALN_0917" "ALN" 2022 "S1" 9.81 13.42 10
"1223" "ALN_0917" "ALN" 2022 "S1" 9.44 11.32 10
"1224" "ALN_0917" "ALN" 2022 "S1" 9.34 11.3 10
"1225" "ALN_0917" "ALN" 2022 "S1" 5.51 6.28 10
"1226" "ALN_0918" "ALN" 2021 "S3" NA NA 9
"1227" "ALN_0918" "ALN" 2021 "S3" NA NA 10
"1228" "ALN_0918" "ALN" 2021 "S3" NA NA 9
"1229" "ALN_0918" "ALN" 2021 "S3" NA NA 7
"1230" "ALN_0919" "ALN" 2022 "S1" 8.15 11.75 10
"1231" "ALN_0920" "ALN" 2021 "S2" 13.5 11.93 9
